2019-08-26 14:00:18,486,498597392
2019-08-26 14:00:19,486,989281747
2019-08-26 14:00:27,486,595388068
2019-08-26 14:00:29,486,630854752
2019-08-26 14:00:57,486,860573167
2019-08-26 14:04:00,486,481552407
2019-08-26 14:05:36,486,707689984
2019-08-26 14:08:18,486,289108197
2019-08-26 14:12:23,486,211955763
2019-08-26 14:12:25,486,422449136
2019-08-26 14:13:38,486,960051955
2019-08-26 14:14:16,486,313756117
2019-08-26 14:17:41,486,846860563
2019-08-26 14:19:23,486,488557611
2019-08-26 14:19:58,486,397051371
2019-08-26 14:21:16,486,486232445
2019-08-26 14:21:17,486,828515640
2019-08-26 14:23:52,486,761612317
2019-08-26 14:25:53,486,343538906
2019-08-26 14:26:27,486,889150427
2019-08-26 14:32:05,486,667919876
2019-08-26 14:33:42,486,856616111
2019-08-26 14:35:34,486,379030580
2019-08-26 15:03:04,567,914588703
2019-08-26 15:15:46,567,682812292
2019-08-26 15:20:26,567,226983305
2019-08-26 15:24:15,567,630854752
2019-08-26 15:24:53,567,379030580
2019-08-26 15:25:16,567,761612317
2019-08-26 15:26:32,567,828515640
2019-08-26 15:28:37,567,954023974
2019-08-26 15:38:39,567,984280720
2019-08-27 08:06:29,606,630627458
2019-08-27 08:06:49,606,531036129
2019-08-27 08:08:19,606,572318128
2019-08-27 08:11:45,606,595388068
2019-08-27 08:11:57,606,935799643
2019-08-27 08:14:40,606,397051371
2019-08-27 08:15:01,606,914588703
2019-08-27 08:26:49,606,846860563
2019-08-27 08:32:41,606,660364137
2019-08-27 08:35:02,606,402683364
2019-08-27 08:41:56,606,269955105
2019-08-27 08:46:52,606,716498317
2019-08-27 08:51:52,606,570383597
2019-08-27 08:57:08,606,175839021
2019-08-27 09:03:40,606,784815599
2019-08-27 09:06:03,606,770871354
2019-08-27 09:08:39,606,343538906
2019-08-27 09:11:58,606,289108197
2019-08-27 09:39:02,715,960051955
2019-08-27 09:44:00,715,889150427
2019-08-27 09:44:27,715,153902601
2019-08-27 09:51:37,715,761324008
2019-08-27 09:52:41,715,989281747
2019-08-27 10:12:41,715,470855284
2019-08-27 10:14:02,715,735294307
2019-08-27 10:15:40,715,343538906
2019-08-27 10:20:48,715,785908236
2019-08-27 10:23:00,715,660364137
2019-08-27 10:24:41,715,289108197
2019-08-27 10:25:06,715,570383597
2019-08-27 10:39:06,715,667919876
2019-08-27 10:39:33,715,828515640
2019-08-27 10:42:23,715,846860563
2019-08-27 10:44:06,715,762392100
2019-08-27 15:56:02,804,481552407
2019-08-27 16:06:18,804,954023974
2019-08-27 16:08:15,804,860573167
2019-08-27 16:08:34,804,889150427
2019-08-27 16:10:27,804,402683364
2019-08-27 16:29:42,804,488557611
2019-08-27 16:37:32,804,735294307
2019-08-27 16:42:40,804,914588703
2019-08-27 17:01:21,804,269955105
2019-08-27 17:09:29,804,785908236
2019-08-28 13:52:59,486,856616111
2019-08-28 13:53:46,486,422449136
2019-08-28 13:54:30,486,481552407
2019-08-28 14:04:10,486,498597392
2019-08-28 14:04:27,486,313756117
2019-08-28 14:13:10,486,860573167
2019-08-28 14:16:37,486,935799643
2019-08-28 14:16:38,486,960051955
2019-08-28 14:17:15,486,572473845
2019-08-28 14:18:47,486,667919876
2019-08-28 14:23:00,486,486232445
2019-08-28 14:26:04,486,379030580
2019-08-28 14:26:06,486,989281747
2019-08-28 14:26:10,486,846860563
2019-08-28 14:27:16,486,570383597
2019-08-28 14:28:47,486,630854752
2019-08-28 14:31:19,486,665529803
2019-08-28 14:32:15,486,343538906
2019-08-28 15:01:10,567,935799643
2019-08-28 15:03:42,567,984280720
2019-08-28 15:08:19,567,379030580
2019-08-28 15:08:49,567,667919876
2019-08-28 15:12:35,567,226983305
2019-08-28 15:21:36,567,828515640
2019-08-28 15:26:57,567,682812292
2019-08-28 15:32:11,567,954023974
2019-08-28 15:34:23,567,761324008
2019-08-28 15:38:22,567,660364137
2019-08-29 08:00:37,606,269955105
2019-08-29 08:02:58,606,860573167
2019-08-29 08:03:53,606,660364137
2019-08-29 08:12:54,606,762392100
2019-08-29 08:14:55,606,770871354
2019-08-29 08:17:28,606,595388068
2019-08-29 08:18:27,606,531036129
2019-08-29 08:18:46,606,989281747
2019-08-29 08:19:37,606,716498317
2019-08-29 08:19:58,606,175839021
2019-08-29 08:23:00,606,935799643
2019-08-29 08:28:20,606,630627458
2019-08-29 08:29:02,606,402683364
2019-08-29 08:34:30,606,572318128
2019-08-29 08:39:46,606,914588703
2019-08-29 08:40:47,606,397051371
2019-08-29 08:49:04,606,443847716
2019-08-29 08:58:27,606,784815599
2019-08-29 09:05:42,606,343538906
2019-08-29 09:08:26,606,570383597
2019-08-29 09:40:49,715,735294307
2019-08-29 09:48:36,715,828515640
2019-08-29 09:49:17,715,762392100
2019-08-29 09:50:49,715,667919876
2019-08-29 09:54:14,715,785908236
2019-08-29 09:55:25,715,889150427
2019-08-29 10:00:11,715,226983305
2019-08-29 10:02:38,715,570383597
2019-08-29 10:10:43,715,289108197
2019-08-29 10:31:36,715,761324008
2019-08-29 10:36:05,715,470855284
2019-08-29 10:39:53,715,989281747
2019-08-29 10:43:45,715,960051955
2019-08-29 10:44:38,715,660364137
2019-08-29 10:47:58,715,343538906
2019-08-29 15:57:35,804,860573167
2019-08-29 16:12:16,804,889150427
2019-08-29 16:15:44,804,481552407
2019-08-29 16:19:37,804,954023974
2019-08-29 16:20:22,804,785908236
2019-08-29 16:35:57,804,914588703
2019-08-29 16:39:16,804,313756117
2019-08-29 16:44:17,804,402683364
2019-08-29 16:46:46,804,443847716
2019-08-29 16:49:15,804,153902601
2019-08-29 16:54:32,804,488557611
2019-08-29 16:55:28,804,269955105
2019-08-29 16:55:43,804,735294307
2019-08-29 16:58:19,804,226983305
2019-08-30 13:50:01,486,481552407
2019-08-30 13:51:21,486,397051371
2019-08-30 13:56:39,486,379030580
2019-08-30 14:01:01,486,570383597
2019-08-30 14:02:31,486,289108197
2019-08-30 14:02:44,486,960051955
2019-08-30 14:04:25,486,313756117
2019-08-30 14:13:41,486,343538906
2019-08-30 14:16:46,486,531036129
2019-08-30 14:16:52,486,828515640
2019-08-30 14:17:35,486,498597392
2019-08-30 14:22:31,486,889150427
2019-08-30 14:25:02,486,935799643
2019-08-30 14:27:21,486,211955763
2019-08-30 14:30:51,486,856616111
2019-08-30 14:32:15,486,630854752
2019-08-30 14:32:43,486,665529803
2019-08-30 14:32:49,486,989281747
2019-08-30 14:34:44,486,846860563
2019-08-30 14:36:30,486,707689984
2019-08-30 14:37:36,486,486232445
2019-08-30 15:02:14,567,935799643
2019-08-30 15:16:13,567,595388068
2019-08-30 15:16:35,567,984280720
2019-08-30 15:18:20,567,630854752
2019-08-30 15:19:53,567,667919876
2019-08-30 15:20:26,567,660364137
2019-08-30 15:24:24,567,486232445
2019-08-30 15:26:51,567,762392100
2019-08-30 15:28:06,567,761324008
2019-08-30 15:29:03,567,682812292
2019-08-30 15:31:05,567,379030580
2019-08-30 15:38:58,567,954023974
2019-08-30 15:43:43,567,828515640
2019-09-02 13:51:47,486,960051955
2019-09-02 13:51:50,486,630854752
2019-09-02 13:51:55,486,761612317
2019-09-02 13:54:41,486,856616111
2019-09-02 13:57:54,486,422449136
2019-09-02 13:58:39,486,846860563
2019-09-02 13:59:08,486,667919876
2019-09-02 14:03:55,486,595388068
2019-09-02 14:08:00,486,828515640
2019-09-02 14:08:42,486,860573167
2019-09-02 14:09:12,486,531036129
2019-09-02 14:09:17,486,665529803
2019-09-02 14:14:20,486,481552407
2019-09-02 14:14:45,486,397051371
2019-09-02 14:17:06,486,486232445
2019-09-02 14:19:03,486,488557611
2019-09-02 14:23:05,486,343538906
2019-09-02 14:26:11,486,498597392
